Brand,Model,Year,Selling_Price,KM_Driven,Fuel,Seller_Type,Transmission,Owner
25,1280,-0.02153889982942928,72000,-0.8837243008864907,4,1,1,0
10,600,0.6902288051932168,600000,-0.8837243008864907,4,1,1,0
24,1189,0.45297290351900144,640000,-0.9266071169447653,4,1,1,0
18,806,1.1647406085416476,380000,-0.9447251067293864,4,1,1,0
18,851,1.1647406085416476,650000,0.08113906042468783,4,1,1,0
18,811,-0.9705625065262907,150000,-0.1332750198666852,4,1,1,2
10,591,-0.9705625065262907,280000,0.9387953815901798,4,1,1,2
25,1301,1.1647406085416476,430000,-0.7765172607408042,4,1,1,0
17,637,1.401996510215863,800000,-1.0981383811778638,1,1,1,0
18,1058,-2.394097916571583,75000,0.7243813012988068,1,1,1,2
27,1477,0.6902288051932168,650000,0.08113906042468783,1,1,0,0
18,872,0.9274847068674321,390000,-0.905165708915628,4,1,1,0
9,300,-1.9195861132231522,100000,1.153209461881553,4,1,1,2
19,1093,-0.02153889982942928,1500000,-0.6693102205951177,1,1,0,0
18,949,-1.4450743098747214,175000,0.2608180597088584,4,1,1,0
23,1133,-0.25879480150364464,434999,0.9387953815901798,1,1,1,2
8,233,-0.7333066048520753,170000,0.5099672210074339,1,1,1,4
8,233,-0.49605070317786,190000,0.5099672210074339,1,1,1,4
18,973,-0.9705625065262907,250000,1.796451702755672,1,1,1,4
17,764,-0.9705625065262907,229999,3.5117643450866565,1,1,1,4
18,898,-1.682330211548937,140000,0.08113906042468783,4,1,1,4
18,993,0.9274847068674321,600000,0.30331493042260854,1,1,1,0
10,572,-0.25879480150364464,280000,0.9387953815901798,4,1,1,4
3,52,-0.25879480150364464,150000,-0.1332750198666852,1,1,1,0
3,64,0.45297290351900144,650000,-0.3476891001580582,1,1,0,0
21,1111,0.2157170018447861,210000,-0.5621031804494312,4,1,1,2
2,30,0.9274847068674321,2900000,-0.5621031804494312,1,1,0,0
3,65,-0.02153889982942928,425000,-0.9909313410321773,1,0,1,0
10,397,0.2157170018447861,265000,-0.24048206001237168,4,0,1,0
6,136,1.1647406085416476,890000,-1.3954020620938232,4,0,1,0
23,1164,-0.02153889982942928,365000,-0.24048206001237168,4,0,1,0
8,237,0.2157170018447861,350000,-0.4977789563620193,4,0,1,0
18,865,0.6902288051932168,685000,-0.1332750198666852,1,1,1,0
24,1184,1.1647406085416476,940000,-1.3629397703377093,1,0,1,0
17,751,0.9274847068674321,1000000,-0.5621031804494312,1,1,1,0
17,736,1.401996510215863,1150000,-1.0981383811778638,4,0,1,0
18,881,0.6902288051932168,450000,1.0666290562598966,1,1,1,2
21,1119,0.45297290351900144,590000,-0.02606797972099868,1,0,1,0
18,933,0.9274847068674321,800000,-0.5621031804494312,1,1,1,0
10,602,-0.25879480150364464,385000,-0.1761578359249598,1,0,1,0
19,1095,-0.02153889982942928,2000000,-1.0981383811778638,1,1,0,0
10,396,-0.25879480150364464,235000,-0.261923468041509,4,0,1,0
27,1436,0.9274847068674321,640000,-0.21904065198323439,1,0,1,0
18,811,-1.682330211548937,52000,1.153209461881553,4,1,1,4
18,920,-0.9705625065262907,80000,0.5099672210074339,3,1,1,2
18,811,-0.25879480150364464,140000,0.08113906042468783,4,1,1,2
10,536,-1.2078184082005061,120000,0.5099672210074339,4,1,1,2
17,672,-1.2078184082005061,89999,3.1472604085913223,1,1,1,0
3,73,-0.25879480150364464,180000,1.153209461881553,1,1,1,0
17,691,0.9274847068674321,1500000,-0.9909313410321773,1,1,1,0
10,585,0.9274847068674321,700000,-1.2053454213235502,4,1,1,0
18,937,-0.25879480150364464,285000,0.2955531407160608,1,1,1,2
10,448,0.45297290351900144,390000,0.5099672210074339,4,1,1,0
18,816,-1.2078184082005061,125000,0.2955531407160608,4,1,1,0
18,949,-1.2078184082005061,225000,-0.1332750198666852,4,1,1,2
10,551,-0.49605070317786,175000,1.5605962144351615,4,1,1,2
26,1413,-0.49605070317786,1075000,2.010865783047045,1,1,1,2
9,360,0.2157170018447861,300000,1.796451702755672,1,1,1,0
26,1399,-0.7333066048520753,700000,2.0751900071344567,1,1,1,1
25,1222,-0.9705625065262907,90000,1.153209461881553,1,0,1,0
25,1238,-0.49605070317786,120000,1.153209461881553,1,1,1,2
3,51,-0.25879480150364464,220000,0.7243813012988068,1,1,1,2
25,1341,0.45297290351900144,300000,1.582037622464299,1,0,1,0
24,1168,-0.7333066048520753,180000,0.44564299692002196,1,0,1,2
18,782,-0.02153889982942928,170000,0.08113906042468783,4,1,1,0
8,237,0.45297290351900144,300000,-0.3476891001580582,4,1,1,2
26,1417,0.2157170018447861,1050000,0.08113906042468783,1,1,1,0
9,360,0.2157170018447861,300000,1.796451702755672,1,1,1,0
10,429,1.1647406085416476,465000,-0.8837243008864907,1,1,1,0
3,52,-0.49605070317786,130000,0.2955531407160608,1,1,1,2
5,109,1.1647406085416476,434999,-1.2053454213235502,4,1,1,0
10,432,1.1647406085416476,500000,-0.7336344446825296,4,1,1,0
18,922,1.1647406085416476,200000,-1.2053454213235502,4,1,1,0
18,820,0.9274847068674321,625000,-0.3048062840997836,4,0,1,0
8,206,-1.682330211548937,110000,1.153209461881553,1,1,1,4
10,410,1.401996510215863,800000,-1.17875807536742,4,1,1,0
10,446,0.9274847068674321,490000,-0.004626571691861379,1,0,1,0
18,881,0.9274847068674321,880000,-0.04750938775013598,1,0,1,0
10,474,-0.02153889982942928,290000,-0.3691305081871955,4,1,1,0
25,1311,-1.682330211548937,115999,0.7243813012988068,1,1,1,2
23,1154,1.1647406085416476,360000,-0.8515621888427848,4,1,1,0
18,775,-2.631353818245798,65000,0.7243813012988068,4,1,1,2
18,1016,0.9274847068674321,685000,0.12402187648296242,1,0,1,0
9,351,-0.9705625065262907,300000,-0.3476891001580582,4,1,1,0
10,581,0.9274847068674321,680000,-0.476337548332882,1,0,1,0
18,882,0.9274847068674321,1000000,-0.1332750198666852,1,1,1,2
25,1316,-2.631353818245798,100000,1.153209461881553,1,1,1,0
17,764,-0.7333066048520753,160000,1.367623542172926,1,1,1,0
18,1009,0.9274847068674321,450000,0.08113906042468783,1,1,1,0
18,885,0.2157170018447861,600000,-0.9909313410321773,4,1,1,0
10,579,-0.9705625065262907,180000,-0.1332750198666852,1,1,1,2
18,814,-1.4450743098747214,100000,2.7613150640668507,4,1,1,0
18,814,-0.7333066048520753,120000,0.5099672210074339,4,1,1,2
10,424,-1.682330211548937,130000,0.2955531407160608,4,1,1,4
18,1031,-0.49605070317786,160000,1.9036587429013585,4,1,1,0
17,637,1.401996510215863,860000,-0.6693102205951177,1,1,1,0
10,573,1.1647406085416476,650000,-0.9909313410321773,4,1,1,2
18,1041,-0.7333066048520753,100000,0.2955531407160608,4,1,1,2
18,799,0.9274847068674321,282000,-0.9909313410321773,4,1,1,0
10,592,-0.9705625065262907,300000,-0.3476891001580582,4,1,1,0
10,591,-0.7333066048520753,270000,0.9387953815901798,4,1,1,2
10,506,-0.02153889982942928,550000,-0.7979586687699415,1,1,1,0
17,760,-0.02153889982942928,450000,1.153209461881553,1,1,1,0
17,643,-0.49605070317786,430000,0.08113906042468783,1,1,1,2
18,886,-0.02153889982942928,350000,-0.5621031804494312,4,1,1,0
9,286,0.9274847068674321,350000,-0.9909313410321773,4,1,1,0
26,1376,-0.02153889982942928,229999,-0.3476891001580582,4,1,1,2
18,793,-0.02153889982942928,110000,-0.3476891001580582,4,1,1,0
18,958,-0.25879480150364464,395000,-0.3691305081871955,4,1,1,2
17,704,-0.49605070317786,650000,0.08113906042468783,1,1,0,2
17,641,-0.49605070317786,350000,0.5099672210074339,1,1,1,2
17,748,1.6392524118900782,1400000,-0.8837243008864907,1,0,1,0
25,1326,1.1647406085416476,360000,-1.333993869498374,4,1,1,0
17,665,1.1647406085416476,1300000,-1.2053454213235502,1,1,1,0
23,1132,0.45297290351900144,800000,-1.0981383811778638,1,1,1,0
10,402,1.1647406085416476,229999,-0.7765172607408042,4,1,1,0
18,1045,0.2157170018447861,315000,-0.5406617724202939,4,0,1,0
3,86,-0.25879480150364464,125000,-0.8194000767990788,4,1,1,0
18,819,1.401996510215863,700000,-1.0766969731487264,4,1,1,0
10,392,0.45297290351900144,160000,0.08113906042468783,4,1,1,0
8,222,0.9274847068674321,530000,-1.187506169843308,4,0,1,0
8,228,1.1647406085416476,624000,-1.1049781903391585,1,0,1,0
10,551,-0.9705625065262907,250000,-0.3476891001580582,4,1,1,0
17,641,0.6902288051932168,585000,-0.3262476921289209,1,0,1,0
10,500,0.45297290351900144,500000,-0.8837243008864907,4,1,1,0
3,76,0.2157170018447861,350000,-0.7765172607408042,4,1,1,0
9,328,0.2157170018447861,495000,0.2955531407160608,1,0,1,0
10,432,0.9274847068674321,500000,-0.3476891001580582,4,1,1,0
17,634,0.45297290351900144,430000,2.8685221042125373,1,1,1,0
10,439,-0.02153889982942928,345000,-0.476337548332882,4,0,1,0
18,828,0.45297290351900144,500000,-1.2053454213235502,4,1,1,0
25,1326,1.401996510215863,425000,-0.9995079042438322,4,1,1,0
18,1034,-1.9195861132231522,80000,-0.5621031804494312,4,1,1,2
3,51,-0.49605070317786,106000,-0.3476891001580582,1,1,1,0
18,788,-0.9705625065262907,180000,-0.41780250441333716,4,1,1,0
5,101,0.45297290351900144,250000,-0.5621031804494312,4,1,1,2
24,1200,-0.49605070317786,350000,0.2955531407160608,1,1,1,0
18,1074,-2.631353818245798,60000,0.2955531407160608,4,1,1,2
10,519,1.1647406085416476,900000,-0.905165708915628,1,1,1,0
8,148,0.9274847068674321,700000,-0.9658448936380866,1,0,1,0
2,27,-0.02153889982942928,2000000,2.1657370732415036,1,0,0,0
18,882,0.9274847068674321,1000000,-0.5621031804494312,1,1,1,0
2,35,-0.49605070317786,1375000,-0.1332750198666852,1,1,0,0
26,1425,0.6902288051932168,1800000,1.6129132500262566,1,0,1,0
3,94,-1.4450743098747214,160000,1.153209461881553,1,1,1,4
20,1099,-0.25879480150364464,525000,1.582037622464299,4,1,0,0
17,755,-0.25879480150364464,850000,3.1432723066979027,1,0,1,0
18,821,1.401996510215863,800000,-0.7765172607408042,1,1,1,0
8,224,0.9274847068674321,700000,0.4806996990476614,1,0,1,0
18,971,1.1647406085416476,800000,-0.8837243008864907,1,1,1,0
10,573,0.9274847068674321,575000,-0.9909313410321773,4,1,1,2
23,1133,-0.25879480150364464,350000,0.9387953815901798,1,1,1,2
18,1005,-1.2078184082005061,250000,1.153209461881553,1,1,1,4
8,190,-0.49605070317786,600000,1.789461803738173,1,0,1,2
17,683,-1.4450743098747214,370000,0.7243813012988068,1,1,1,4
18,829,-1.682330211548937,80000,1.153209461881553,4,1,1,4
25,1218,-2.394097916571583,50000,1.153209461881553,1,1,1,2
10,519,1.1647406085416476,900000,-0.8837243008864907,1,1,1,0
18,1048,0.2157170018447861,300000,-0.6693102205951177,4,1,1,2
25,1220,-2.631353818245798,125000,-0.5621031804494312,4,1,1,0
18,971,0.45297290351900144,490000,-0.1332750198666852,1,1,1,2
26,1377,-0.25879480150364464,300000,-0.3476891001580582,1,1,1,2
25,1284,-0.02153889982942928,55000,-0.8837243008864907,4,1,1,1
10,453,0.6902288051932168,350000,-0.8837243008864907,4,1,1,0
10,429,1.401996510215863,755000,-1.2482282373818248,1,1,1,0
18,880,0.9274847068674321,720000,-0.1332750198666852,1,1,1,0
17,641,-1.682330211548937,229999,2.8685221042125373,1,1,1,4
17,697,1.1647406085416476,1100000,-0.9909313410321773,1,1,1,0
27,1464,-0.02153889982942928,400000,0.7243813012988068,4,1,1,0
10,537,0.45297290351900144,350000,0.08113906042468783,1,1,1,2
3,54,-0.25879480150364464,159000,0.03825624436641322,1,0,1,0
18,1014,0.9274847068674321,550000,-0.6049859965077058,4,0,1,0
18,928,-0.02153889982942928,335000,0.2955531407160608,1,0,1,0
25,1245,0.2157170018447861,185000,0.12402187648296242,0,0,1,0
18,869,-0.25879480150364464,229999,0.18834610057037432,0,0,1,0
18,899,0.2157170018447861,225000,-0.4977789563620193,4,0,1,0
18,1003,-1.4450743098747214,250000,1.153209461881553,4,1,1,2
25,1342,0.45297290351900144,400000,0.7243813012988068,1,1,1,0
18,993,0.2157170018447861,470000,2.0751900071344567,1,1,1,0
18,808,1.1647406085416476,300000,-0.8837243008864907,4,1,0,0
18,811,-0.49605070317786,145000,-0.8837243008864907,4,1,1,0
18,942,-1.4450743098747214,100000,0.5099672210074339,4,1,1,2
17,701,0.2157170018447861,500000,0.08113906042468783,1,1,1,2
10,478,-0.7333066048520753,130000,0.6814984852405322,0,1,1,2
3,63,-0.7333066048520753,240000,0.33682785117215014,1,1,1,0
8,230,-0.02153889982942928,150000,0.2955531407160608,1,1,1,2
23,1156,0.9274847068674321,270000,-0.5621031804494312,4,1,1,0
18,971,0.2157170018447861,400000,0.5099672210074339,1,1,1,0
10,396,-0.25879480150364464,200000,-0.4334547322746074,4,1,1,0
17,751,-0.25879480150364464,550000,0.2955531407160608,1,1,1,0
23,1146,1.1647406085416476,325000,-0.6693102205951177,4,1,1,0
24,1182,0.9274847068674321,860000,0.3401512694166664,1,1,0,0
17,755,-0.25879480150364464,600000,2.8685221042125373,1,1,1,0
3,84,-0.9705625065262907,125000,0.08113906042468783,4,1,1,0
18,775,-3.105865621594229,60000,-0.5621031804494312,4,1,1,4
3,94,-0.7333066048520753,300000,1.153209461881553,1,1,1,4
8,203,-1.4450743098747214,190000,-0.1332750198666852,4,1,1,4
18,883,-0.02153889982942928,400000,0.9387953815901798,1,1,1,0
25,1267,-0.49605070317786,260000,0.660057077211395,1,1,1,2
18,996,0.9274847068674321,400000,-0.7765172607408042,4,1,1,0
10,608,-0.7333066048520753,250000,-0.5621031804494312,4,1,1,0
10,432,1.401996510215863,600000,-1.2053454213235502,4,1,1,0
18,1069,-0.7333066048520753,175000,-0.3037985379224141,4,1,1,0
26,1401,-0.49605070317786,450000,2.8685221042125373,1,1,1,4
25,1327,1.401996510215863,350000,-1.0981383811778638,4,1,0,2
18,1019,1.1647406085416476,800000,-0.3476891001580582,1,1,1,0
18,999,-0.49605070317786,250000,0.08113906042468783,4,1,1,2
18,1000,1.401996510215863,600000,-1.2053454213235502,4,1,1,0
18,993,0.9274847068674321,600000,0.5099672210074339,1,1,1,0
18,793,0.6902288051932168,130000,-0.5621031804494312,4,1,1,0
18,1034,-1.682330211548937,90000,-0.09019923113614835,4,1,1,2
10,584,0.9274847068674321,595000,-0.7100488958504786,4,1,1,2
10,396,0.2157170018447861,190000,-0.5621031804494312,4,1,1,2
10,460,-3.343121523268444,50000,1.153209461881553,4,1,1,2
18,1041,-1.4450743098747214,95000,0.2955531407160608,4,1,1,0
25,1308,0.6902288051932168,1000000,0.08113906042468783,1,1,1,0
17,689,-1.682330211548937,220000,3.2973502647952833,4,1,1,2
17,641,-0.7333066048520753,400000,-0.3476891001580582,1,1,1,0
5,102,0.45297290351900144,315000,-0.4548961403037447,4,1,1,2
26,1391,0.2157170018447861,1000000,0.9387953815901798,1,1,1,0
8,170,0.2157170018447861,500000,-0.3691305081871955,1,1,1,0
17,746,1.1647406085416476,1600000,-0.6693102205951177,1,1,0,0
17,713,0.9274847068674321,500000,2.010865783047045,1,1,1,0
18,811,-1.4450743098747214,70000,2.439693943629791,4,1,1,4
18,775,-1.4450743098747214,105000,-0.1332750198666852,4,1,1,2
8,184,-1.2078184082005061,400000,0.9387953815901798,1,1,1,4
18,1034,-2.1568420148973675,80000,-0.1332750198666852,4,1,1,4
18,799,0.6902288051932168,300000,-0.7765172607408042,4,1,1,0
